country,city,occupation,field,years_of_experience,salary,employment_type,education_level,gender,company_size,year,month
France,Paris,Software Engineer,Technology,5,263628.0,part_time,Master,Male,Large,2023,8
South Korea,Seoul,Cloud Engineer,Technology,25,267342.0,work_from_home,Master,Female,Medium,2024,12
South Korea,Seoul,UX Designer,Design,21,184216.0,full_time,Bachelor,Other,Medium,2023,12
Netherlands,Amsterdam,UX Designer,Design,18,196515.0,freelance,Bachelor,Other,Small,2024,9
Spain,Madrid,Financial Analyst,Finance,2,172981.0,freelance,Master,Female,Large,2022,2
Germany,Berlin,AI Engineer,Technology,23,297585.0,freelance,Master,Other,Small,2024,11
Sweden,Stockholm,Data Analyst,Technology,10,191617.0,work_from_home,High School,Male,Enterprise,2023,10
South Korea,Seoul,Financial Analyst,Finance,15,267113.0,work_from_home,Master,Other,Large,2025,10
Japan,Tokyo,Operations Manager,Operations,13,260290.0,freelance,Master,Other,Enterprise,2023,11
Brazil,Sao Paulo,Operations Manager,Operations,8,169672.0,freelance,Master,Male,Enterprise,2024,9
India,Bangalore,Financial Analyst,Finance,25,95524.0,full_time,Master,Male,Large,2025,9
South Africa,Cape Town,Operations Manager,Operations,22,215168.0,internship,PhD,Female,Large,2022,11
Canada,Toronto,UX Designer,Design,3,211325.0,part_time,PhD,Other,Large,2022,8
Sweden,Stockholm,Data Analyst,Technology,4,202593.0,freelance,PhD,Male,Large,2024,9
South Africa,Cape Town,Cloud Engineer,Technology,12,181067.0,full_time,Bachelor,Male,Enterprise,2023,9
United States,New York,Financial Analyst,Finance,7,231268.0,freelance,Master,Other,Medium,2022,8
United Arab Emirates,Dubai,HR Analyst,Human Resources,5,173333.0,internship,PhD,Male,Small,2025,3
South Korea,Seoul,Financial Analyst,Finance,19,259720.0,freelance,PhD,Other,Large,2022,8
United Kingdom,London,Financial Analyst,Finance,4,267997.0,work_from_home,PhD,Other,Large,2023,5
Australia,Sydney,Cloud Engineer,Technology,7,301000.0,work_from_home,PhD,Female,Medium,2022,4
United States,San Francisco,Software Engineer,Technology,0,186916.0,full_time,Bachelor,Other,Enterprise,2024,1
Sweden,Stockholm,Product Manager,Technology,8,214333.0,freelance,High School,Other,Enterprise,2023,12
Canada,Toronto,UX Designer,Design,25,180622.0,freelance,Master,Male,Small,2023,7
Netherlands,Amsterdam,UX Designer,Design,20,353634.0,part_time,PhD,Male,Enterprise,2023,8
United Kingdom,London,Financial Analyst,Finance,6,181799.0,internship,Bachelor,Male,Enterprise,2024,1
Australia,Sydney,Operations Manager,Operations,5,176846.0,work_from_home,PhD,Other,Small,2023,2
Canada,Toronto,Marketing Specialist,Marketing,7,114922.0,full_time,Bachelor,Other,Medium,2022,9
India,Bangalore,Data Analyst,Technology,11,84095.0,internship,High School,Male,Enterprise,2025,3
Ireland,Dublin,Cloud Engineer,Technology,15,368801.0,work_from_home,PhD,Female,Enterprise,2024,2
Italy,Milan,AI Engineer,Technology,1,138709.0,full_time,High School,Male,Large,2024,4
United States,San Francisco,Software Engineer,Technology,15,238944.0,work_from_home,High School,Male,Medium,2025,1
United Arab Emirates,Dubai,Product Manager,Technology,19,370000.0,freelance,PhD,Other,Large,2024,10
Italy,Milan,Product Manager,Technology,15,215019.0,part_time,Master,Other,Small,2025,10
United States,New York,Financial Analyst,Finance,14,235753.0,part_time,Master,Male,Small,2023,3
India,Bangalore,Financial Analyst,Finance,16,71458.0,internship,High School,Female,Medium,2022,5
Mexico,Mexico City,AI Engineer,Technology,13,157525.0,part_time,High School,Male,Enterprise,2025,11
United Kingdom,London,UX Designer,Design,18,337861.0,freelance,PhD,Male,Large,2024,3
Germany,Berlin,HR Analyst,Human Resources,2,100685.0,full_time,High School,Female,Large,2023,12
South Africa,Cape Town,Business Analyst,Business,11,144229.0,part_time,PhD,Female,Enterprise,2024,1
Australia,Sydney,AI Engineer,Technology,9,306861.0,full_time,PhD,Male,Small,2024,7
Germany,Berlin,Software Engineer,Technology,17,287739.0,part_time,Master,Female,Small,2024,11
India,Bangalore,Operations Manager,Operations,13,79630.0,full_time,High School,Other,Enterprise,2022,3
Mexico,Mexico City,Cloud Engineer,Technology,17,202767.0,internship,Bachelor,Female,Enterprise,2023,1
Brazil,Sao Paulo,Financial Analyst,Finance,20,146435.0,freelance,Bachelor,Male,Medium,2025,5
Italy,Milan,Data Scientist,Technology,24,370000.0,internship,PhD,Other,Large,2025,3
Brazil,Sao Paulo,Business Analyst,Business,24,158670.0,full_time,PhD,Other,Medium,2024,6
New Zealand,Auckland,Data Analyst,Technology,24,244709.0,freelance,PhD,Female,Large,2022,11
Japan,Tokyo,HR Analyst,Human Resources,6,140027.0,part_time,High School,Male,Enterprise,2024,6
Singapore,Singapore,Data Analyst,Technology,1,140312.0,full_time,Master,Other,Small,2022,12
New Zealand,Auckland,Marketing Specialist,Marketing,9,119807.0,internship,High School,Female,Enterprise,2023,6
Germany,Berlin,UX Designer,Design,23,215094.0,internship,High School,Other,Large,2025,8
Germany,Berlin,Software Engineer,Technology,5,370000.0,work_from_home,PhD,Male,Large,2025,3
Australia,Sydney,UX Designer,Design,9,150258.0,full_time,Master,Other,Medium,2024,11
Canada,Toronto,Data Analyst,Technology,13,196689.0,work_from_home,High School,Female,Enterprise,2023,11
South Korea,Seoul,Software Engineer,Technology,10,260287.0,part_time,PhD,Female,Small,2023,1
India,Bangalore,Financial Analyst,Finance,3,81167.0,full_time,PhD,Other,Enterprise,2024,6
Switzerland,Zurich,Marketing Specialist,Marketing,4,201631.0,freelance,Bachelor,Female,Large,2024,2
France,Paris,AI Engineer,Technology,9,181708.0,part_time,High School,Other,Large,2022,2
Spain,Madrid,Operations Manager,Operations,23,243608.0,full_time,Master,Female,Medium,2025,4
France,Paris,Product Manager,Technology,12,272092.0,work_from_home,PhD,Other,Small,2024,10
Canada,Toronto,HR Analyst,Human Resources,10,140343.0,work_from_home,High School,Male,Enterprise,2023,12
South Africa,Cape Town,Operations Manager,Operations,8,147365.0,internship,Master,Male,Large,2024,11
Japan,Tokyo,Operations Manager,Operations,12,267518.0,work_from_home,Master,Other,Enterprise,2023,9
France,Paris,Operations Manager,Operations,1,191005.0,freelance,Bachelor,Female,Enterprise,2025,1
Singapore,Singapore,Software Engineer,Technology,4,164077.0,freelance,High School,Male,Medium,2023,2
South Africa,Cape Town,Cloud Engineer,Technology,22,171546.0,internship,PhD,Male,Small,2025,12
United Arab Emirates,Dubai,Cloud Engineer,Technology,5,286600.0,work_from_home,PhD,Female,Large,2022,7
New Zealand,Auckland,Software Engineer,Technology,25,200307.0,full_time,High School,Other,Enterprise,2024,5
Australia,Sydney,Business Analyst,Business,15,228411.0,freelance,PhD,Male,Small,2024,8
Germany,Berlin,Data Analyst,Technology,18,198572.0,work_from_home,Bachelor,Other,Large,2024,9
France,Paris,Marketing Specialist,Marketing,6,207335.0,full_time,PhD,Male,Large,2024,5
Japan,Tokyo,Data Scientist,Technology,20,227950.0,part_time,Master,Male,Small,2024,4
Spain,Madrid,HR Analyst,Human Resources,16,115840.0,internship,High School,Male,Medium,2024,5
Netherlands,Amsterdam,Data Analyst,Technology,7,208735.0,work_from_home,Master,Female,Enterprise,2023,1
Netherlands,Amsterdam,Data Analyst,Technology,14,151653.0,part_time,Bachelor,Other,Medium,2024,9
Australia,Sydney,Product Manager,Technology,9,327598.0,work_from_home,PhD,Female,Medium,2023,10
Canada,Toronto,Data Analyst,Technology,12,278484.0,full_time,PhD,Other,Enterprise,2022,10
Sweden,Stockholm,Data Analyst,Technology,8,243739.0,work_from_home,PhD,Other,Enterprise,2022,8
South Korea,Seoul,UX Designer,Design,16,191680.0,internship,PhD,Female,Small,2024,11
United Arab Emirates,Dubai,HR Analyst,Human Resources,10,164289.0,work_from_home,PhD,Female,Enterprise,2022,10
Canada,Toronto,UX Designer,Design,20,266260.0,freelance,Bachelor,Female,Medium,2025,6
Ireland,Dublin,UX Designer,Design,21,231693.0,internship,Bachelor,Female,Large,2022,3
Italy,Milan,AI Engineer,Technology,20,269558.0,work_from_home,Bachelor,Female,Large,2023,5
Germany,Berlin,Marketing Specialist,Marketing,20,206900.0,part_time,Master,Other,Small,2025,5
Sweden,Stockholm,Data Analyst,Technology,3,113752.0,internship,High School,Other,Enterprise,2022,5
South Africa,Cape Town,Data Analyst,Technology,24,108674.0,full_time,High School,Female,Large,2025,6
Italy,Milan,Software Engineer,Technology,2,166099.0,part_time,Master,Male,Medium,2024,10
United Kingdom,London,HR Analyst,Human Resources,17,89143.0,internship,High School,Female,Small,2025,3
United Kingdom,London,UX Designer,Design,24,224293.0,part_time,Master,Other,Small,2024,4
Sweden,Stockholm,UX Designer,Design,6,194035.0,work_from_home,Bachelor,Male,Enterprise,2023,12
Canada,Toronto,UX Designer,Design,4,130719.0,full_time,Bachelor,Male,Small,2023,7
Singapore,Singapore,Financial Analyst,Finance,21,305215.0,part_time,Bachelor,Male,Large,2024,11
Australia,Sydney,Financial Analyst,Finance,19,176710.0,full_time,High School,Female,Small,2023,1
Germany,Berlin,Marketing Specialist,Marketing,16,237429.0,freelance,PhD,Other,Small,2024,11
Netherlands,Amsterdam,Marketing Specialist,Marketing,8,102264.0,full_time,Bachelor,Male,Small,2023,2
Canada,Toronto,Operations Manager,Operations,11,219009.0,part_time,Bachelor,Other,Small,2023,2
Italy,Milan,Product Manager,Technology,12,174386.0,work_from_home,High School,Other,Medium,2022,1
Netherlands,Amsterdam,UX Designer,Design,12,249061.0,internship,Master,Male,Medium,2025,5
Australia,Sydney,Financial Analyst,Finance,12,174434.0,part_time,Bachelor,Female,Medium,2022,10
United Kingdom,London,Business Analyst,Business,10,201049.0,internship,High School,Other,Large,2025,2
United Arab Emirates,Dubai,Marketing Specialist,Marketing,16,237779.0,work_from_home,PhD,Male,Small,2022,11
Italy,Milan,AI Engineer,Technology,14,174045.0,full_time,High School,Other,Small,2023,5
United Kingdom,London,Marketing Specialist,Marketing,5,173762.0,work_from_home,Bachelor,Other,Large,2025,2
United States,New York,UX Designer,Design,4,282635.0,full_time,Bachelor,Female,Enterprise,2025,11
United Arab Emirates,Dubai,Marketing Specialist,Marketing,1,144580.0,part_time,Master,Male,Medium,2023,9
Ireland,Dublin,Software Engineer,Technology,1,158385.0,full_time,PhD,Female,Small,2023,9
Switzerland,Zurich,Financial Analyst,Finance,5,202063.0,part_time,High School,Female,Medium,2023,7
Australia,Sydney,Data Scientist,Technology,11,264246.0,internship,Bachelor,Female,Medium,2023,7
Canada,Toronto,Marketing Specialist,Marketing,5,155781.0,internship,Master,Other,Enterprise,2023,4
South Korea,Seoul,Data Scientist,Technology,16,197886.0,internship,Master,Male,Small,2024,4
Netherlands,Amsterdam,Data Analyst,Technology,11,233593.0,full_time,Bachelor,Female,Enterprise,2023,11
United Arab Emirates,Dubai,Data Scientist,Technology,24,338497.0,part_time,High School,Other,Enterprise,2024,6
South Africa,Cape Town,Software Engineer,Technology,10,78334.0,full_time,High School,Other,Small,2024,5
India,Bangalore,Data Analyst,Technology,11,78221.0,internship,Master,Other,Large,2024,10
Sweden,Stockholm,Cloud Engineer,Technology,9,370000.0,internship,PhD,Other,Enterprise,2025,11
Spain,Madrid,Data Analyst,Technology,0,22317.0,internship,Bachelor,Other,Enterprise,2024,11
United States,New York,HR Analyst,Human Resources,7,252709.0,work_from_home,PhD,Female,Large,2024,8
France,Paris,Software Engineer,Technology,14,253914.0,work_from_home,High School,Other,Enterprise,2023,12
Canada,Toronto,AI Engineer,Technology,21,238584.0,part_time,Bachelor,Male,Small,2023,6
Mexico,Mexico City,UX Designer,Design,17,154238.0,full_time,PhD,Other,Enterprise,2022,5
South Africa,Cape Town,UX Designer,Design,24,123755.0,freelance,Bachelor,Other,Large,2025,2
Singapore,Singapore,Data Scientist,Technology,0,96683.0,work_from_home,High School,Male,Small,2025,2
Switzerland,Zurich,Business Analyst,Business,16,237192.0,work_from_home,Bachelor,Other,Medium,2022,10
South Africa,Cape Town,UX Designer,Design,16,125151.0,part_time,PhD,Male,Small,2024,9
Spain,Madrid,HR Analyst,Human Resources,5,174902.0,internship,PhD,Other,Enterprise,2025,3
United Arab Emirates,Dubai,Data Scientist,Technology,4,294477.0,full_time,Bachelor,Male,Enterprise,2022,5
Netherlands,Amsterdam,AI Engineer,Technology,8,232198.0,work_from_home,Bachelor,Other,Medium,2025,1
Mexico,Mexico City,Marketing Specialist,Marketing,6,97418.0,freelance,High School,Other,Enterprise,2022,4
Canada,Toronto,Business Analyst,Business,11,197284.0,work_from_home,High School,Male,Enterprise,2025,11
Sweden,Stockholm,Operations Manager,Operations,20,259281.0,part_time,Master,Female,Large,2023,2
France,Paris,HR Analyst,Human Resources,9,181725.0,work_from_home,Master,Male,Enterprise,2022,9
Spain,Madrid,Financial Analyst,Finance,7,128526.0,part_time,Bachelor,Other,Medium,2022,10
Switzerland,Zurich,Financial Analyst,Finance,14,236487.0,full_time,Bachelor,Female,Small,2022,4
United States,San Francisco,Operations Manager,Operations,25,284974.0,freelance,High School,Other,Medium,2022,3
United States,New York,Financial Analyst,Finance,12,325582.0,freelance,Bachelor,Other,Enterprise,2024,12
Sweden,Stockholm,Software Engineer,Technology,24,242333.0,internship,Master,Male,Enterprise,2022,7
Australia,Sydney,Cloud Engineer,Technology,3,181836.0,work_from_home,High School,Other,Small,2024,7
New Zealand,Auckland,Operations Manager,Operations,4,123303.0,work_from_home,High School,Other,Medium,2025,2
France,Paris,Business Analyst,Business,19,205807.0,part_time,Bachelor,Female,Large,2023,9
India,Bangalore,Operations Manager,Operations,13,63763.0,full_time,Bachelor,Female,Small,2022,1
India,Bangalore,Financial Analyst,Finance,22,86474.0,part_time,Bachelor,Female,Enterprise,2024,6
France,Paris,Software Engineer,Technology,20,301125.0,internship,Master,Male,Enterprise,2024,8
South Africa,Cape Town,Product Manager,Technology,3,136451.0,work_from_home,High School,Other,Enterprise,2024,3
Switzerland,Zurich,Business Analyst,Business,1,152242.0,part_time,High School,Male,Medium,2024,8
Singapore,Singapore,Software Engineer,Technology,24,299973.0,work_from_home,High School,Female,Enterprise,2024,10
United Arab Emirates,Dubai,Cloud Engineer,Technology,24,367471.0,part_time,Master,Male,Large,2023,9
India,Bangalore,Marketing Specialist,Marketing,5,44805.0,internship,Bachelor,Female,Small,2024,7
Sweden,Stockholm,AI Engineer,Technology,21,370000.0,work_from_home,Master,Male,Enterprise,2025,3
Brazil,Sao Paulo,UX Designer,Design,11,96794.0,full_time,High School,Other,Medium,2025,2
Switzerland,Zurich,Cloud Engineer,Technology,15,349898.0,work_from_home,Master,Other,Enterprise,2022,5
Sweden,Stockholm,Data Scientist,Technology,20,262621.0,part_time,Master,Other,Large,2023,8
South Africa,Cape Town,Cloud Engineer,Technology,21,207078.0,freelance,Master,Male,Enterprise,2025,7
Germany,Berlin,Marketing Specialist,Marketing,7,186206.0,full_time,Bachelor,Other,Enterprise,2024,7
Australia,Sydney,AI Engineer,Technology,2,206480.0,full_time,Master,Male,Medium,2024,11
South Africa,Cape Town,Operations Manager,Operations,11,108467.0,internship,Master,Other,Small,2024,12
Singapore,Singapore,HR Analyst,Human Resources,18,207941.0,full_time,Master,Other,Small,2024,9
Germany,Berlin,Cloud Engineer,Technology,19,222362.0,freelance,High School,Other,Small,2022,5
South Korea,Seoul,Cloud Engineer,Technology,10,280011.0,part_time,PhD,Male,Large,2022,10
Japan,Tokyo,Product Manager,Technology,3,268025.0,work_from_home,PhD,Male,Large,2025,8
Canada,Toronto,Data Scientist,Technology,6,214462.0,part_time,Bachelor,Female,Large,2022,7
Italy,Milan,Business Analyst,Business,21,134174.0,internship,High School,Male,Small,2025,11
New Zealand,Auckland,HR Analyst,Human Resources,1,82485.0,part_time,Master,Male,Small,2022,8
Switzerland,Zurich,AI Engineer,Technology,19,370000.0,work_from_home,PhD,Female,Large,2024,9
South Korea,Seoul,AI Engineer,Technology,1,189990.0,freelance,PhD,Other,Large,2025,9
Switzerland,Zurich,Marketing Specialist,Marketing,2,179465.0,internship,Master,Male,Large,2025,6
Canada,Toronto,Data Scientist,Technology,24,178576.0,internship,High School,Male,Small,2024,8
India,Bangalore,Financial Analyst,Finance,19,63920.0,internship,High School,Male,Small,2024,10
Singapore,Singapore,Data Analyst,Technology,24,307820.0,part_time,Bachelor,Female,Enterprise,2024,8
Singapore,Singapore,Product Manager,Technology,6,352462.0,full_time,Bachelor,Female,Large,2024,11
Canada,Toronto,Data Scientist,Technology,24,307156.0,full_time,PhD,Female,Enterprise,2025,9
New Zealand,Auckland,HR Analyst,Human Resources,22,200149.0,work_from_home,PhD,Male,Enterprise,2024,4
Australia,Sydney,Operations Manager,Operations,21,266392.0,work_from_home,Bachelor,Male,Large,2024,4
South Africa,Cape Town,Product Manager,Technology,7,94338.0,freelance,Master,Female,Small,2023,1
Australia,Sydney,AI Engineer,Technology,17,181205.0,internship,Bachelor,Male,Small,2022,3
India,Bangalore,Software Engineer,Technology,19,117492.0,freelance,Master,Other,Medium,2025,1
